market,region,date,skill_name,industry_focus,job_postings_count,graduates_with_skill,demand_index,supply_index
Canada,Ontario,2025-01-01,Business Analysis,Business,243,243,96.82,102.42
Canada,Ontario,2025-02-01,Business Analysis,Business,244,240,96.99,101.05
Canada,Ontario,2025-03-01,Business Analysis,Business,244,238,97.35,100.46
Canada,Ontario,2025-04-01,Business Analysis,Business,245,241,97.71,101.44
Canada,Ontario,2025-05-01,Business Analysis,Business,245,239,97.42,100.84
Canada,Ontario,2025-06-01,Business Analysis,Business,248,241,98.64,101.72
Canada,Ontario,2025-07-01,Business Analysis,Business,247,235,98.38,99.05
Canada,Ontario,2025-08-01,Business Analysis,Business,248,238,98.64,100.21
Canada,Ontario,2025-09-01,Business Analysis,Business,251,237,100.0,100.0
Canada,Ontario,2023-10-01,Communication,General,490,619,96.06,94.54
Canada,Ontario,2023-11-01,Communication,General,487,618,95.59,94.49
Canada,Ontario,2023-12-01,Communication,General,492,613,96.57,93.71
Canada,Ontario,2024-01-01,Communication,General,493,610,96.62,93.18
Canada,Ontario,2024-02-01,Communication,General,495,602,97.04,92.02
Canada,Ontario,2024-03-01,Communication,General,497,601,97.57,91.91
Canada,Ontario,2024-04-01,Communication,General,497,607,97.5,92.8
Canada,Ontario,2024-05-01,Communication,General,504,599,98.78,91.49
Canada,Ontario,2024-06-01,Communication,General,509,605,99.92,92.42
Canada,Ontario,2024-07-01,Communication,General,509,616,99.79,94.18
Canada,Ontario,2024-08-01,Communication,General,510,627,100.13,95.85
Canada,Ontario,2024-09-01,Communication,General,508,624,99.72,95.38
Canada,Ontario,2024-10-01,Communication,General,515,641,101.09,97.91
Canada,Ontario,2024-11-01,Communication,General,519,649,101.88,99.2
Canada,Ontario,2024-12-01,Communication,General,518,643,101.58,98.28
Canada,Ontario,2025-01-01,Communication,General,518,655,101.54,100.17
Canada,Ontario,2025-02-01,Communication,General,509,655,99.89,100.08
Canada,Ontario,2025-03-01,Communication,General,500,658,98.17,100.59
Canada,Ontario,2025-04-01,Communication,General,506,653,99.18,99.76
Canada,Ontario,2025-05-01,Communication,General,504,664,98.94,101.48
Canada,Ontario,2025-06-01,Communication,General,505,659,99.02,100.66
Canada,Ontario,2025-07-01,Communication,General,499,648,97.89,99.07
Canada,Ontario,2025-08-01,Communication,General,504,646,98.81,98.74
Canada,Ontario,2025-09-01,Communication,General,510,654,100.0,100.0
Canada,Ontario,2023-10-01,Project Management,Business,248,259,94.85,89.92
Canada,Ontario,2023-11-01,Project Management,Business,247,259,94.5,89.86
Canada,Ontario,2023-12-01,Project Management,Business,250,260,95.58,90.44
Canada,Ontario,2024-01-01,Project Management,Business,251,257,96.15,89.31
Canada,Ontario,2024-02-01,Project Management,Business,255,256,97.36,88.91
Canada,Ontario,2024-03-01,Project Management,Business,250,256,95.45,88.76
Canada,Ontario,2024-04-01,Project Management,Business,251,263,96.18,91.19
Canada,Ontario,2024-05-01,Project Management,Business,251,260,96.12,90.35
Canada,Ontario,2024-06-01,Project Management,Business,258,262,98.54,90.96
Canada,Ontario,2024-07-01,Project Management,Business,258,260,98.6,90.38
Canada,Ontario,2024-08-01,Project Management,Business,256,266,97.93,92.23
Canada,Ontario,2024-09-01,Project Management,Business,256,265,98.0,92.17
Canada,Ontario,2024-10-01,Project Management,Business,256,271,97.8,94.11
Canada,Ontario,2024-11-01,Project Management,Business,255,274,97.55,95.18
Canada,Ontario,2024-12-01,Project Management,Business,257,276,98.12,95.87
Canada,Ontario,2025-01-01,Project Management,Business,255,279,97.58,96.97
Canada,Ontario,2025-02-01,Project Management,Business,260,281,99.49,97.4
Canada,Ontario,2025-03-01,Project Management,Business,259,278,98.92,96.65
Canada,Ontario,2025-04-01,Project Management,Business,260,279,99.43,96.85
Canada,Ontario,2025-05-01,Project Management,Business,261,280,99.65,97.34
Canada,Ontario,2025-06-01,Project Management,Business,258,284,98.54,98.56
Canada,Ontario,2025-07-01,Project Management,Business,259,285,99.08,98.96
Canada,Ontario,2025-08-01,Project Management,Business,260,289,99.62,100.32
Canada,Ontario,2025-09-01,Project Management,Business,261,288,100.0,100.0
